rank,name,origin,frequency
990,Saedeleer,flemish,691
991,Mampaey,flemish,690
992,Nguyen,flemish,690
993,Truyen,flemish,687
994,Broux,flemish,687
995,Vreys,flemish,685
996,Schildermans,flemish,685
997,Belder,flemish,684
998,Cuppens,flemish,683
999,Ismail,flemish,682
1000,Eede,flemish,682
